Source,Target,Weight
(03003) 21 angeles,(07007) nqs - calle 38a sur,11
(03003) 21 angeles,(07008) nqs - calle 30 sur,17
(03003) 21 angeles,(07010) bosa,31
(03003) 21 angeles,(07101) castellana,3
(03003) 21 angeles,(07102) calle 75 - zona m,15
(03003) 21 angeles,(07103) av. chile,79
(03003) 21 angeles,(07104) 7 de agosto,28
(03003) 21 angeles,(07105) movistar arena,53
(03003) 21 angeles,(07106) el campin,88
(03003) 21 angeles,(07107) u. nacional,74
(03003) 21 angeles,(07108) av. el dorado,24
(03003) 21 angeles,(07109) cad,56
(03003) 21 angeles,(07110) paloquemao,80
(03003) 21 angeles,(07111) nqs - ricaurte,48
(03003) 21 angeles,(07112) comuneros,28
(03003) 21 angeles,(07113) santa isabel,34
(03003) 21 angeles,(07200) tygua-san josé,15
(03003) 21 angeles,(07201) guatoque -veraguas,13
(03003) 21 angeles,(07503) san mateo - c.c. unisur,57
(03003) 21 angeles,(07504) terreros,30
(03003) 21 angeles,(07505) leon xiii,10
(03003) 21 angeles,(07506) despensa,6
(03003) 21 angeles,(08000) portal tunal,54
(03003) 21 angeles,(08002) biblioteca,3
(03003) 21 angeles,(09000) cabecera usme,63
(03003) 21 angeles,(09001) molinos,19
(03003) 21 angeles,(09002) consuelo,2
(03003) 21 angeles,(09003) socorro,2
(03003) 21 angeles,(09004) santa lucía,15
(03003) 21 angeles,(09100) calle 40 sur,12
(03003) 21 angeles,(09101) quiroga,2
(03003) 21 angeles,(09103) olaya,8
(03003) 21 angeles,(09104) restrepo,24
(03003) 21 angeles,(09105) río fucha,13
(03003) 21 angeles,(09106) nariño,6
(03003) 21 angeles,(09107) hortúa,6
(03003) 21 angeles,(09109) tercer milenio,8
(03003) 21 angeles,(09110) avenida jimenez,76
(03003) 21 angeles,(09111) calle 19,46
(03003) 21 angeles,(09113) calle 22,15
(03003) 21 angeles,(09115) calle 34,115
(03003) 21 angeles,(09116) avenida 39,58
(03003) 21 angeles,(09117) calle 45,99
(03003) 21 angeles,(09119) calle 57,132
(03003) 21 angeles,(09120) calle 63,104
(03003) 21 angeles,(09121) flores – areandina,86
(03003) 21 angeles,(09122) calle 72,4
(03003) 21 angeles,(09123) calle 76 - san felipe,118
(03003) 21 angeles,(10000) portal 20 de julio,83
(03003) 21 angeles,(10001) country sur,26
(03003) 21 angeles,(10002) av. primero de mayo,39
(03003) 21 angeles,(10003) ciudad jardín,7
(03003) 21 angeles,(10004) policarpa,4
(03003) 21 angeles,(10005) bicentenario,15
(03003) 21 angeles,(10006) san victorino - neos centro,40
(03003) 21 angeles,(10007) las nieves,12
(03003) 21 angeles,(10008) san diego,3
(03003) 21 angeles,(10009) museo nacional,24
(03003) 21 angeles,(10010) san bernardo,11
(03003) 21 angeles,(12000) puente aranda,9
(03003) 21 angeles,(12001) carrera 43 - comapan,11
(03003) 21 angeles,(12002) cds - carrera 32,5
(03003) 21 angeles,(12003) ricaurte,7
(03003) 21 angeles,(12004) carrera 22,6
(03003) 21 angeles,(12007) zona industrial,16
(03003) 21 angeles,(14001) la sabana,22
(03003) 21 angeles,(14005) las aguas - centro colombo americano,68
(03003) 21 angeles,(50008) corral portal dorado,5
(03003) 21 angeles,(57503) ampliacion san mateo,20
(03004) gratamira,(03005) suba - av. boyaca,10
(03004) gratamira,(03006) niza - calle 127,62
(03004) gratamira,(03007) humedal cordoba,9
(03004) gratamira,(03009) av. suba- calle 116,36
(03004) gratamira,(03010) puente largo,22
(03004) gratamira,(03011) suba - calle 100,15
(03004) gratamira,(03012) suba - calle 95,23
(03004) gratamira,(03013) rio negro,13
(03004) gratamira,(03014) san martin,2
(03004) gratamira,(04000) cabecera calle 80,78
(03004) gratamira,(04001) quirigua,8
(03004) gratamira,(04002) carrera 90,7
(03004) gratamira,(04003) avenida ciudad de cali,11
(03004) gratamira,(04004) la granja,4
(03004) gratamira,(04100) carrera 77,3
(03004) gratamira,(04101) minuto de dios,2
(03004) gratamira,(04102) avenida boyaca,3
(03004) gratamira,(04103) las ferias,4
(03004) gratamira,(04104) avenida 68,7
(03004) gratamira,(04105) carrera 53,6
(03004) gratamira,(04106) carrera 47,5
(03004) gratamira,(04107) escuela militar,7
(03004) gratamira,(04108) el polo,16
(03004) gratamira,(05000) portal américas,77
(03004) gratamira,(05002) tintal,29
(03004) gratamira,(05005) transversal 86,4
(03004) gratamira,(05100) banderas p. central,18
(03004) gratamira,(05101) mandalay - cr.73,1
(03004) gratamira,(05102) av. américas - av. boyacá,3
(03004) gratamira,(05103) marsella,2
(03004) gratamira,(05105) pradera – plaza central,5
(03004) gratamira,(05107) américas - cr.53,4
(03004) gratamira,(06000) portal eldorado,12
(03004) gratamira,(06001) modelia,1
(03004) gratamira,(06002) normandía,1
(03004) gratamira,(06100) av. rojas,1
(03004) gratamira,(06101) el tiempo - camara de comercio de bogota,11
(03004) gratamira,(06102) salitre el greco,4
(03004) gratamira,(06103) can,8
(03004) gratamira,(06104) gobernación,3
(03004) gratamira,(06105) quinta paredes,3
(03004) gratamira,(06106) recinto ferial,4
(03004) gratamira,(06107) ciudad universitaria - loteria de bogota,2
(03004) gratamira,(06108) concejo de bogotá,1
(03004) gratamira,(06109) centro memoria,1
(03004) gratamira,(06111) universidades – cityu,24
(03004) gratamira,(07000) portal sur jfk coop. financiera,69
(03004) gratamira,(07001) perdomo,10
(03004) gratamira,(07002) madelena,8
(03004) gratamira,(07003) sevillana,4
(03004) gratamira,(07004) venecia,13
(03004) gratamira,(07005) alqueria,4
(03004) gratamira,(07006) general santander,9
(03004) gratamira,(07007) nqs - calle 38a sur,3
(03004) gratamira,(07008) nqs - calle 30 sur,3
(03004) gratamira,(07010) bosa,7
(03004) gratamira,(07102) calle 75 - zona m,9
(03004) gratamira,(07103) av. chile,19
(03004) gratamira,(07104) 7 de agosto,4
(03004) gratamira,(07105) movistar arena,7
(03004) gratamira,(07106) el campin,15
(03004) gratamira,(07107) u. nacional,12
(03004) gratamira,(07108) av. el dorado,10
(03004) gratamira,(07109) cad,11
(03004) gratamira,(07110) paloquemao,13
(03004) gratamira,(07111) nqs - ricaurte,3
(03004) gratamira,(07112) comuneros,8
(03004) gratamira,(07113) santa isabel,13
(03004) gratamira,(07200) tygua-san josé,1
(03004) gratamira,(07201) guatoque -veraguas,2
(03004) gratamira,(07503) san mateo - c.c. unisur,55
(03004) gratamira,(07504) terreros,16
(03004) gratamira,(07505) leon xiii,12
(03004) gratamira,(07506) despensa,7
(03004) gratamira,(08000) portal tunal,103
(03004) gratamira,(08001) parque el tunal,3
(03004) gratamira,(08002) biblioteca,4
(03004) gratamira,(09000) cabecera usme,51
(03004) gratamira,(09001) molinos,20
(03004) gratamira,(09002) consuelo,5
(03004) gratamira,(09003) socorro,3
(03004) gratamira,(09004) santa lucía,20
(03004) gratamira,(09100) calle 40 sur,23
(03004) gratamira,(09101) quiroga,10
(03004) gratamira,(09103) olaya,5
(03004) gratamira,(09104) restrepo,10
(03004) gratamira,(09105) río fucha,3
(03004) gratamira,(09106) nariño,5
(03004) gratamira,(09107) hortúa,3
(03004) gratamira,(09109) tercer milenio,4
(03004) gratamira,(09110) avenida jimenez,31
(03004) gratamira,(09111) calle 19,8
(03004) gratamira,(09113) calle 22,7
(03004) gratamira,(09115) calle 34,33
(03004) gratamira,(09116) avenida 39,6
(03004) gratamira,(09117) calle 45,65
(03004) gratamira,(09119) calle 57,37
(03004) gratamira,(09120) calle 63,24
(03004) gratamira,(09121) flores – areandina,25
(03004) gratamira,(09123) calle 76 - san felipe,43
(03004) gratamira,(10000) portal 20 de julio,36
(03004) gratamira,(10001) country sur,19
(03004) gratamira,(10002) av. primero de mayo,21
(03004) gratamira,(10003) ciudad jardín,4
(03004) gratamira,(10004) policarpa,3
(03004) gratamira,(10005) bicentenario,6
(03004) gratamira,(10006) san victorino - neos centro,2
(03004) gratamira,(10009) museo nacional,5
(03004) gratamira,(10010) san bernardo,4
(03004) gratamira,(12001) carrera 43 - comapan,1
(03004) gratamira,(12003) ricaurte,1
(03004) gratamira,(12007) zona industrial,4
(03004) gratamira,(14001) la sabana,2
(03004) gratamira,(14005) las aguas - centro colombo americano,26
(03004) gratamira,(50008) corral portal dorado,4
(03004) gratamira,(57503) ampliacion san mateo,11
(03005) suba - av. boyaca,(03006) niza - calle 127,125
(03005) suba - av. boyaca,(03007) humedal cordoba,32
(03005) suba - av. boyaca,(03009) av. suba- calle 116,237
(03005) suba - av. boyaca,(03010) puente largo,218
(03005) suba - av. boyaca,(03011) suba - calle 100,319
(03005) suba - av. boyaca,(03012) suba - calle 95,327
(03005) suba - av. boyaca,(03013) rio negro,95
(03005) suba - av. boyaca,(03014) san martin,36
(03005) suba - av. boyaca,(04000) cabecera calle 80,186
(03005) suba - av. boyaca,(04001) quirigua,13
(03005) suba - av. boyaca,(04002) carrera 90,15
(03005) suba - av. boyaca,(04003) avenida ciudad de cali,42
(03005) suba - av. boyaca,(04004) la granja,9
(03005) suba - av. boyaca,(04100) carrera 77,13
(03005) suba - av. boyaca,(04101) minuto de dios,12
(03005) suba - av. boyaca,(04102) avenida boyaca,12
(03005) suba - av. boyaca,(04103) las ferias,9
(03005) suba - av. boyaca,(04104) avenida 68,32
(03005) suba - av. boyaca,(04105) carrera 53,12
(03005) suba - av. boyaca,(04106) carrera 47,17
(03005) suba - av. boyaca,(04107) escuela militar,13
(03005) suba - av. boyaca,(04108) el polo,88
(03005) suba - av. boyaca,(05000) portal américas,600
(03005) suba - av. boyaca,(05002) tintal,89
(03005) suba - av. boyaca,(05005) transversal 86,47
(03005) suba - av. boyaca,(05100) banderas p. central,166
(03005) suba - av. boyaca,(05101) mandalay - cr.73,1
(03005) suba - av. boyaca,(05102) av. américas - av. boyacá,22
(03005) suba - av. boyaca,(05103) marsella,46
(03005) suba - av. boyaca,(05105) pradera – plaza central,67
(03005) suba - av. boyaca,(05107) américas - cr.53,59
(03005) suba - av. boyaca,(06000) portal eldorado,47
(03005) suba - av. boyaca,(06001) modelia,10
(03005) suba - av. boyaca,(06002) normandía,14
(03005) suba - av. boyaca,(06100) av. rojas,10
(03005) suba - av. boyaca,(06101) el tiempo - camara de comercio de bogota,37
(03005) suba - av. boyaca,(06102) salitre el greco,20
(03005) suba - av. boyaca,(06103) can,50
(03005) suba - av. boyaca,(06104) gobernación,22
(03005) suba - av. boyaca,(06105) quinta paredes,19
(03005) suba - av. boyaca,(06106) recinto ferial,45
(03005) suba - av. boyaca,(06107) ciudad universitaria - loteria de bogota,32
(03005) suba - av. boyaca,(06108) concejo de bogotá,6
(03005) suba - av. boyaca,(06109) centro memoria,15
(03005) suba - av. boyaca,(06111) universidades – cityu,123
(03005) suba - av. boyaca,(07000) portal sur jfk coop. financiera,640
(03005) suba - av. boyaca,(07001) perdomo,58
(03005) suba - av. boyaca,(07002) madelena,85
(03005) suba - av. boyaca,(07003) sevillana,33
(03005) suba - av. boyaca,(07004) venecia,111
(03005) suba - av. boyaca,(07005) alqueria,69
(03005) suba - av. boyaca,(07006) general santander,115
(03005) suba - av. boyaca,(07007) nqs - calle 38a sur,63
(03005) suba - av. boyaca,(07008) nqs - calle 30 sur,36
(03005) suba - av. boyaca,(07010) bosa,132
(03005) suba - av. boyaca,(07101) castellana,11
(03005) suba - av. boyaca,(07102) calle 75 - zona m,66
(03005) suba - av. boyaca,(07103) av. chile,182
(03005) suba - av. boyaca,(07104) 7 de agosto,79
(03005) suba - av. boyaca,(07105) movistar arena,135
(03005) suba - av. boyaca,(07106) el campin,193
(03005) suba - av. boyaca,(07107) u. nacional,204
(03005) suba - av. boyaca,(07108) av. el dorado,89
(03005) suba - av. boyaca,(07109) cad,154
(03005) suba - av. boyaca,(07110) paloquemao,109
(03005) suba - av. boyaca,(07111) nqs - ricaurte,116
(03005) suba - av. boyaca,(07112) comuneros,96
(03005) suba - av. boyaca,(07113) santa isabel,178
(03005) suba - av. boyaca,(07200) tygua-san josé,78
(03005) suba - av. boyaca,(07201) guatoque -veraguas,49
(03005) suba - av. boyaca,(07503) san mateo - c.c. unisur,379
(03005) suba - av. boyaca,(07504) terreros,194
(03005) suba - av. boyaca,(07505) leon xiii,122
(03005) suba - av. boyaca,(07506) despensa,32
(03005) suba - av. boyaca,(08000) portal tunal,277
(03005) suba - av. boyaca,(08001) parque el tunal,19
(03005) suba - av. boyaca,(08002) biblioteca,7
(03005) suba - av. boyaca,(09000) cabecera usme,229
(03005) suba - av. boyaca,(09001) molinos,110
(03005) suba - av. boyaca,(09002) consuelo,14
(03005) suba - av. boyaca,(09003) socorro,18
(03005) suba - av. boyaca,(09004) santa lucía,70
(03005) suba - av. boyaca,(09100) calle 40 sur,73
(03005) suba - av. boyaca,(09101) quiroga,31
(03005) suba - av. boyaca,(09103) olaya,42
(03005) suba - av. boyaca,(09104) restrepo,61
(03005) suba - av. boyaca,(09105) río fucha,34
(03005) suba - av. boyaca,(09106) nariño,14
(03005) suba - av. boyaca,(09107) hortúa,24
(03005) suba - av. boyaca,(09108) hospital,1
(03005) suba - av. boyaca,(09109) tercer milenio,21
(03005) suba - av. boyaca,(09110) avenida jimenez,191
(03005) suba - av. boyaca,(09111) calle 19,125
(03005) suba - av. boyaca,(09113) calle 22,29
(03005) suba - av. boyaca,(09115) calle 34,299
(03005) suba - av. boyaca,(09116) avenida 39,109
(03005) suba - av. boyaca,(09117) calle 45,216
(03005) suba - av. boyaca,(09119) calle 57,215
(03005) suba - av. boyaca,(09120) calle 63,261
(03005) suba - av. boyaca,(09121) flores – areandina,246
(03005) suba - av. boyaca,(09122) calle 72,5
(03005) suba - av. boyaca,(09123) calle 76 - san felipe,206
(03005) suba - av. boyaca,(10000) portal 20 de julio,525
(03005) suba - av. boyaca,(10001) country sur,193
(03005) suba - av. boyaca,(10002) av. primero de mayo,236
(03005) suba - av. boyaca,(10003) ciudad jardín,12
(03005) suba - av. boyaca,(10004) policarpa,23
(03005) suba - av. boyaca,(10005) bicentenario,62
(03005) suba - av. boyaca,(10006) san victorino - neos centro,41
(03005) suba - av. boyaca,(10007) las nieves,22
(03005) suba - av. boyaca,(10008) san diego,5
(03005) suba - av. boyaca,(10009) museo nacional,24
(03005) suba - av. boyaca,(10010) san bernardo,66
(03005) suba - av. boyaca,(12000) puente aranda,16
(03005) suba - av. boyaca,(12001) carrera 43 - comapan,25
(03005) suba - av. boyaca,(12002) cds - carrera 32,11
(03005) suba - av. boyaca,(12003) ricaurte,16
(03005) suba - av. boyaca,(12004) carrera 22,24
(03005) suba - av. boyaca,(12007) zona industrial,42
(03005) suba - av. boyaca,(14001) la sabana,43
(03005) suba - av. boyaca,(14005) las aguas - centro colombo americano,117
(03005) suba - av. boyaca,(50008) corral portal dorado,8
(03005) suba - av. boyaca,(57503) ampliacion san mateo,109
(03006) niza - calle 127,(03007) humedal cordoba,42
(03006) niza - calle 127,(03009) av. suba- calle 116,309
(03006) niza - calle 127,(03010) puente largo,316
(03006) niza - calle 127,(03011) suba - calle 100,299
(03006) niza - calle 127,(03012) suba - calle 95,362
(03006) niza - calle 127,(03013) rio negro,187
(03006) niza - calle 127,(03014) san martin,33
(03006) niza - calle 127,(04000) cabecera calle 80,638
(03006) niza - calle 127,(04001) quirigua,46
(03006) niza - calle 127,(04002) carrera 90,77
(03006) niza - calle 127,(04003) avenida ciudad de cali,112
(03006) niza - calle 127,(04004) la granja,44
(03006) niza - calle 127,(04100) carrera 77,43
(03006) niza - calle 127,(04101) minuto de dios,19
(03006) niza - calle 127,(04102) avenida boyaca,31
(03006) niza - calle 127,(04103) las ferias,23
(03006) niza - calle 127,(04104) avenida 68,58
(03006) niza - calle 127,(04105) carrera 53,34
(03006) niza - calle 127,(04106) carrera 47,44
(03006) niza - calle 127,(04107) escuela militar,26
(03006) niza - calle 127,(04108) el polo,83
(03006) niza - calle 127,(05000) portal américas,744
(03006) niza - calle 127,(05002) tintal,143
(03006) niza - calle 127,(05005) transversal 86,57
(03006) niza - calle 127,(05100) banderas p. central,256
(03006) niza - calle 127,(05101) mandalay - cr.73,12
(03006) niza - calle 127,(05102) av. américas - av. boyacá,33
(03006) niza - calle 127,(05103) marsella,50
(03006) niza - calle 127,(05105) pradera – plaza central,59
(03006) niza - calle 127,(05107) américas - cr.53,57
(03006) niza - calle 127,(06000) portal eldorado,100
(03006) niza - calle 127,(06001) modelia,33
(03006) niza - calle 127,(06002) normandía,21
(03006) niza - calle 127,(06100) av. rojas,22
(03006) niza - calle 127,(06101) el tiempo - camara de comercio de bogota,74
(03006) niza - calle 127,(06102) salitre el greco,35
(03006) niza - calle 127,(06103) can,71
(03006) niza - calle 127,(06104) gobernación,43
(03006) niza - calle 127,(06105) quinta paredes,32
(03006) niza - calle 127,(06106) recinto ferial,54
(03006) niza - calle 127,(06107) ciudad universitaria - loteria de bogota,56
(03006) niza - calle 127,(06108) concejo de bogotá,11
(03006) niza - calle 127,(06109) centro memoria,22
(03006) niza - calle 127,(06111) universidades – cityu,253
(03006) niza - calle 127,(07000) portal sur jfk coop. financiera,600
(03006) niza - calle 127,(07001) perdomo,79
(03006) niza - calle 127,(07002) madelena,138
(03006) niza - calle 127,(07003) sevillana,40
(03006) niza - calle 127,(07004) venecia,99
(03006) niza - calle 127,(07005) alqueria,87
(03006) niza - calle 127,(07006) general santander,123
(03006) niza - calle 127,(07007) nqs - calle 38a sur,67
(03006) niza - calle 127,(07008) nqs - calle 30 sur,55
(03006) niza - calle 127,(07010) bosa,148
(03006) niza - calle 127,(07101) castellana,18
(03006) niza - calle 127,(07102) calle 75 - zona m,47
(03006) niza - calle 127,(07103) av. chile,160
(03006) niza - calle 127,(07104) 7 de agosto,102
(03006) niza - calle 127,(07105) movistar arena,120
(03006) niza - calle 127,(07106) el campin,245
(03006) niza - calle 127,(07107) u. nacional,166
(03006) niza - calle 127,(07108) av. el dorado,84
(03006) niza - calle 127,(07109) cad,140
(03006) niza - calle 127,(07110) paloquemao,112
(03006) niza - calle 127,(07111) nqs - ricaurte,110
(03006) niza - calle 127,(07112) comuneros,134
(03006) niza - calle 127,(07113) santa isabel,209
(03006) niza - calle 127,(07200) tygua-san josé,74
(03006) niza - calle 127,(07201) guatoque -veraguas,65
(03006) niza - calle 127,(07503) san mateo - c.c. unisur,457
(03006) niza - calle 127,(07504) terreros,277
(03006) niza - calle 127,(07505) leon xiii,110
(03006) niza - calle 127,(07506) despensa,43
(03006) niza - calle 127,(08000) portal tunal,507
(03006) niza - calle 127,(08001) parque el tunal,54
(03006) niza - calle 127,(08002) biblioteca,30
(03006) niza - calle 127,(09000) cabecera usme,401
(03006) niza - calle 127,(09001) molinos,152
(03006) niza - calle 127,(09002) consuelo,29
(03006) niza - calle 127,(09003) socorro,30
(03006) niza - calle 127,(09004) santa lucía,93
(03006) niza - calle 127,(09100) calle 40 sur,114
(03006) niza - calle 127,(09101) quiroga,45
(03006) niza - calle 127,(09103) olaya,66
(03006) niza - calle 127,(09104) restrepo,78
(03006) niza - calle 127,(09105) río fucha,48
(03006) niza - calle 127,(09106) nariño,46
(03006) niza - calle 127,(09107) hortúa,49
(03006) niza - calle 127,(09108) hospital,2
(03006) niza - calle 127,(09109) tercer milenio,34
(03006) niza - calle 127,(09110) avenida jimenez,199
(03006) niza - calle 127,(09111) calle 19,120
(03006) niza - calle 127,(09113) calle 22,52
(03006) niza - calle 127,(09115) calle 34,221
(03006) niza - calle 127,(09116) avenida 39,79
(03006) niza - calle 127,(09117) calle 45,414
(03006) niza - calle 127,(09119) calle 57,300
(03006) niza - calle 127,(09120) calle 63,190
(03006) niza - calle 127,(09121) flores – areandina,179
(03006) niza - calle 127,(09122) calle 72,2
(03006) niza - calle 127,(09123) calle 76 - san felipe,360
(03006) niza - calle 127,(10000) portal 20 de julio,522
(03006) niza - calle 127,(10001) country sur,224
(03006) niza - calle 127,(10002) av. primero de mayo,301
(03006) niza - calle 127,(10003) ciudad jardín,32
(03006) niza - calle 127,(10004) policarpa,27
(03006) niza - calle 127,(10005) bicentenario,72
(03006) niza - calle 127,(10006) san victorino - neos centro,67
(03006) niza - calle 127,(10007) las nieves,26
(03006) niza - calle 127,(10008) san diego,12
(03006) niza - calle 127,(10009) museo nacional,25
(03006) niza - calle 127,(10010) san bernardo,59
(03006) niza - calle 127,(12000) puente aranda,17
(03006) niza - calle 127,(12001) carrera 43 - comapan,14
(03006) niza - calle 127,(12002) cds - carrera 32,8
(03006) niza - calle 127,(12003) ricaurte,16
(03006) niza - calle 127,(12004) carrera 22,19
(03006) niza - calle 127,(12007) zona industrial,29
(03006) niza - calle 127,(14001) la sabana,27
(03006) niza - calle 127,(14005) las aguas - centro colombo americano,204
(03006) niza - calle 127,(50003) corral molinos,3
(03006) niza - calle 127,(50008) corral portal dorado,18
(03006) niza - calle 127,(57503) ampliacion san mateo,113
(03007) humedal cordoba,(03009) av. suba- calle 116,38
(03007) humedal cordoba,(03010) puente largo,44
(03007) humedal cordoba,(03011) suba - calle 100,80
(03007) humedal cordoba,(03012) suba - calle 95,85
(03007) humedal cordoba,(03013) rio negro,24
(03007) humedal cordoba,(03014) san martin,10
(03007) humedal cordoba,(04000) cabecera calle 80,142
(03007) humedal cordoba,(04001) quirigua,14
(03007) humedal cordoba,(04002) carrera 90,17
(03007) humedal cordoba,(04003) avenida ciudad de cali,12
(03007) humedal cordoba,(04004) la granja,12
(03007) humedal cordoba,(04100) carrera 77,13
(03007) humedal cordoba,(04101) minuto de dios,8
(03007) humedal cordoba,(04102) avenida boyaca,10
(03007) humedal cordoba,(04103) las ferias,4
(03007) humedal cordoba,(04104) avenida 68,5
(03007) humedal cordoba,(04105) carrera 53,10
(03007) humedal cordoba,(04106) carrera 47,11
(03007) humedal cordoba,(04107) escuela militar,4
(03007) humedal cordoba,(04108) el polo,25
(03007) humedal cordoba,(05000) portal américas,259
(03007) humedal cordoba,(05002) tintal,60
(03007) humedal cordoba,(05005) transversal 86,23
(03007) humedal cordoba,(05100) banderas p. central,78
(03007) humedal cordoba,(05101) mandalay - cr.73,1
(03007) humedal cordoba,(05102) av. américas - av. boyacá,8
(03007) humedal cordoba,(05103) marsella,8
(03007) humedal cordoba,(05105) pradera – plaza central,18
(03007) humedal cordoba,(05107) américas - cr.53,8
(03007) humedal cordoba,(06000) portal eldorado,19
(03007) humedal cordoba,(06001) modelia,8
(03007) humedal cordoba,(06002) normandía,3
(03007) humedal cordoba,(06100) av. rojas,6
(03007) humedal cordoba,(06101) el tiempo - camara de comercio de bogota,13
(03007) humedal cordoba,(06102) salitre el greco,10
(03007) humedal cordoba,(06103) can,20
(03007) humedal cordoba,(06104) gobernación,15
(03007) humedal cordoba,(06105) quinta paredes,8
(03007) humedal cordoba,(06106) recinto ferial,12
(03007) humedal cordoba,(06107) ciudad universitaria - loteria de bogota,12
(03007) humedal cordoba,(06108) concejo de bogotá,3
(03007) humedal cordoba,(06109) centro memoria,4
(03007) humedal cordoba,(06111) universidades – cityu,77
(03007) humedal cordoba,(07000) portal sur jfk coop. financiera,206
(03007) humedal cordoba,(07001) perdomo,16
(03007) humedal cordoba,(07002) madelena,19
(03007) humedal cordoba,(07003) sevillana,8
(03007) humedal cordoba,(07004) venecia,40
(03007) humedal cordoba,(07005) alqueria,14
(03007) humedal cordoba,(07006) general santander,34
(03007) humedal cordoba,(07007) nqs - calle 38a sur,14
(03007) humedal cordoba,(07008) nqs - calle 30 sur,12
(03007) humedal cordoba,(07010) bosa,42
(03007) humedal cordoba,(07101) castellana,6
(03007) humedal cordoba,(07102) calle 75 - zona m,17
(03007) humedal cordoba,(07103) av. chile,37
(03007) humedal cordoba,(07104) 7 de agosto,27
(03007) humedal cordoba,(07105) movistar arena,25
(03007) humedal cordoba,(07106) el campin,64
(03007) humedal cordoba,(07107) u. nacional,68
(03007) humedal cordoba,(07108) av. el dorado,18
(03007) humedal cordoba,(07109) cad,33
(03007) humedal cordoba,(07110) paloquemao,30
(03007) humedal cordoba,(07111) nqs - ricaurte,30
(03007) humedal cordoba,(07112) comuneros,34
(03007) humedal cordoba,(07113) santa isabel,58
(03007) humedal cordoba,(07200) tygua-san josé,2
(03007) humedal cordoba,(07201) guatoque -veraguas,1
(03007) humedal cordoba,(07503) san mateo - c.c. unisur,132
(03007) humedal cordoba,(07504) terreros,83
(03007) humedal cordoba,(07505) leon xiii,42
(03007) humedal cordoba,(07506) despensa,13
(03007) humedal cordoba,(08000) portal tunal,171
(03007) humedal cordoba,(08001) parque el tunal,22
(03007) humedal cordoba,(08002) biblioteca,8
(03007) humedal cordoba,(09000) cabecera usme,158
(03007) humedal cordoba,(09001) molinos,57
(03007) humedal cordoba,(09002) consuelo,11
(03007) humedal cordoba,(09003) socorro,11
(03007) humedal cordoba,(09004) santa lucía,35
(03007) humedal cordoba,(09100) calle 40 sur,26
(03007) humedal cordoba,(09101) quiroga,14
(03007) humedal cordoba,(09103) olaya,19
(03007) humedal cordoba,(09104) restrepo,25
(03007) humedal cordoba,(09105) río fucha,11
(03007) humedal cordoba,(09106) nariño,17
(03007) humedal cordoba,(09107) hortúa,7
(03007) humedal cordoba,(09108) hospital,3
(03007) humedal cordoba,(09109) tercer milenio,4
(03007) humedal cordoba,(09110) avenida jimenez,59
(03007) humedal cordoba,(09111) calle 19,32
(03007) humedal cordoba,(09113) calle 22,13
(03007) humedal cordoba,(09115) calle 34,89
(03007) humedal cordoba,(09116) avenida 39,36
(03007) humedal cordoba,(09117) calle 45,180
(03007) humedal cordoba,(09119) calle 57,106
(03007) humedal cordoba,(09120) calle 63,54
(03007) humedal cordoba,(09121) flores – areandina,52
(03007) humedal cordoba,(09122) calle 72,2
(03007) humedal cordoba,(09123) calle 76 - san felipe,122
(03007) humedal cordoba,(10000) portal 20 de julio,98
(03007) humedal cordoba,(10001) country sur,43
(03007) humedal cordoba,(10002) av. primero de mayo,61
(03007) humedal cordoba,(10003) ciudad jardín,4
(03007) humedal cordoba,(10004) policarpa,3
(03007) humedal cordoba,(10005) bicentenario,12
(03007) humedal cordoba,(10006) san victorino - neos centro,11
(03007) humedal cordoba,(10007) las nieves,3
(03007) humedal cordoba,(10008) san diego,2
(03007) humedal cordoba,(10009) museo nacional,9
(03007) humedal cordoba,(10010) san bernardo,14
(03007) humedal cordoba,(12000) puente aranda,3
(03007) humedal cordoba,(12001) carrera 43 - comapan,2
(03007) humedal cordoba,(12002) cds - carrera 32,2
(03007) humedal cordoba,(12003) ricaurte,2
(03007) humedal cordoba,(12007) zona industrial,6
(03007) humedal cordoba,(14001) la sabana,8
(03007) humedal cordoba,(14005) las aguas - centro colombo americano,54
(03007) humedal cordoba,(50008) corral portal dorado,6
(03007) humedal cordoba,(57503) ampliacion san mateo,36
(03009) av. suba- calle 116,(03010) puente largo,49
(03009) av. suba- calle 116,(03011) suba - calle 100,93
(03009) av. suba- calle 116,(03012) suba - calle 95,91
(03009) av. suba- calle 116,(03013) rio negro,73
(03009) av. suba- calle 116,(03014) san martin,19
(03009) av. suba- calle 116,(04000) cabecera calle 80,416
(03009) av. suba- calle 116,(04001) quirigua,31
(03009) av. suba- calle 116,(04002) carrera 90,33
(03009) av. suba- calle 116,(04003) avenida ciudad de cali,60
(03009) av. suba- calle 116,(04004) la granja,13
(03009) av. suba- calle 116,(04100) carrera 77,21
(03009) av. suba- calle 116,(04101) minuto de dios,16
(03009) av. suba- calle 116,(04102) avenida boyaca,20
(03009) av. suba- calle 116,(04103) las ferias,5
(03009) av. suba- calle 116,(04104) avenida 68,24
(03009) av. suba- calle 116,(04105) carrera 53,18
(03009) av. suba- calle 116,(04106) carrera 47,14
(03009) av. suba- calle 116,(04107) escuela militar,14
(03009) av. suba- calle 116,(04108) el polo,74
(03009) av. suba- calle 116,(05000) portal américas,739
(03009) av. suba- calle 116,(05002) tintal,181
